numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCAZA26539	SC10551	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Santa Isabel, frente al hotel "Yunguilla"	ECUADOR: Azuay: Santa Isabel, Santa Isabel, frente al hotel "Yunguilla".  Altitud: 1490msnm - Latitud: -3,2848166666666700486 Longitud: -79,310866666666697711 Información Ecológica: En cuneta con agual 	Indeterminada	1490	1490	Desconocido	-3.284816	-79.31086		2003-09-14T00:00:00	2003-09-14T00:00:00					Ítalo Tapia		0			
QCAZA26541	SC10553	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Santa Isabel, frente al hotel "Yunguilla"	ECUADOR: Azuay: Santa Isabel, Santa Isabel, frente al hotel "Yunguilla".  Altitud: 1490msnm - Latitud: -3,2848166666666700486 Longitud: -79,310866666666697711 Información Ecológica: En cuneta con agual 	Indeterminada	1490	1490	Desconocido	-3.284816	-79.31086		2003-09-14T00:00:00	2003-09-14T00:00:00					Ítalo Tapia		0			
QCAZA26601		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26602		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26603		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26604		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26605		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26606		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26607		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26608		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26609		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26610		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26611		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26612		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Cotopaxi	Desconocido	Desconocido	Entre El Corazón y Moraspungo	ECUADOR: Cotopaxi: Entre el Corazón y Moraspungo.  Altitud: 873msnm - Latitud: -1,1464300000000000601 Longitud: -79,151700000000005275 Información Ecológica: En el marjen del río con banano. Fijados en alcohol al 75%, 30 individuos en 500 ml.	Indeterminada	873	873	Desconocido	-1.146430	-79.15170		2003-02-12T00:00:00	2003-02-12T00:00:00					Miryan Rivera		0			
QCAZA26613		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Santa Isabel	ECUADOR: Azuay: Santa Isabel, Santa Isabel.   Información Ecológica: Colectado en margen de riachuelo en plantación de cacao	Indeterminada			Desconocido	-3.260166	-79.31123		2003-09-14T00:00:00	2003-09-14T00:00:00					Samael Padilla		0			
QCAZA26614		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Santa Isabel	ECUADOR: Azuay: Santa Isabel, Santa Isabel.   Información Ecológica: Colectado en margen de riachuelo en plantación de cacao	Indeterminada			Desconocido	-3.260166	-79.31123		2003-09-14T00:00:00	2003-09-14T00:00:00					Samael Padilla		0			
QCAZA26615		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Santa Isabel	ECUADOR: Azuay: Santa Isabel, Santa Isabel.   Información Ecológica: Colectado en margen de riachuelo en plantación de cacao	Indeterminada			Desconocido	-3.260166	-79.31123		2003-09-14T00:00:00	2003-09-14T00:00:00					Samael Padilla		0			
QCAZA26616		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Desconocido	Desconocido	Santa Isabel	ECUADOR: Azuay: Santa Isabel, Santa Isabel.   Información Ecológica: Colectado en margen de riachuelo en plantación de cacao	Indeterminada			Desconocido	-3.260166	-79.31123		2003-09-14T00:00:00	2003-09-14T00:00:00					Samael Padilla		0			
QCAZA2667	AGG120	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	pulchellus		Ecuador	Napo	Desconocido	Desconocido	1 km sur Baeza 	ECUADOR: Napo: 1 km sur Baeza.  Altitud: 1890msnm - 	Georreferenciación	1890	1890	WGS 84	-0.469980	-77.89301		1991-08-17T00:00:00	1991-08-17T00:00:00					Andrew Gluesenkamp		0			
QCAZA26670	SC14237	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	Indeterminado		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná Colectado a orillas de riachuelo en cascada #3  Recinto La Envidia cerca de La Maná	ECUADOR: Cotopaxi: La Maná. Colectado a orillas de riachuelo en cascada #3.  Recinto La Envidia cerca de La Maná.  	Georreferenciación			WGS 84	-1.0097	-79.23769	sp.	2004-02-03T00:00:00	2004-02-03T00:00:00					Santiago Ron	2004-02-03T00:00:00	1			
QCAZA26955	SC14559	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Loja	Desconocido	Desconocido	Carretera Alamor-Zapotillo	ECUADOR: Loja: Carretera Alamor-Zapotillo.  Altitud: 724msnm - Latitud: -4,0764399999999998414 Longitud: -80,086770000000001346 Información Ecológica: Junto a un río, muchos machos cantando en los alrededores.	Indeterminada	724	724	Desconocido	-4.076439	-80.08677		2004-02-18T00:00:00	2004-02-18T00:00:00					Santiago Ron	2004-02-18T00:00:00	1			
QCAZA26956	SC14560	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Loja	Desconocido	Desconocido	Carretera Alamor-Zapotillo	ECUADOR: Loja: Carretera Alamor-Zapotillo.  Altitud: 724msnm - Latitud: -4,0764399999999998414 Longitud: -80,086770000000001346 Información Ecológica: Junto a un río, muchos machos cantando en los alrededores.	Indeterminada	724	724	Desconocido	-4.076439	-80.08677		2004-02-18T00:00:00	2004-02-18T00:00:00					Santiago Ron	2004-02-18T00:00:00	1			
QCAZA26957	SC14561	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Loja	Desconocido	Desconocido	Carretera Alamor-Zapotillo	ECUADOR: Loja: Carretera Alamor-Zapotillo.  Altitud: 724msnm - Latitud: -4,0764399999999998414 Longitud: -80,086770000000001346 Información Ecológica: Junto a un río, muchos machos cantando en los alrededores.	Indeterminada	724	724	Desconocido	-4.076439	-80.08677		2004-02-18T00:00:00	2004-02-18T00:00:00					Santiago Ron	2004-02-18T00:00:00	0			
QCAZA26958	SC14562	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Loja	Desconocido	Desconocido	Carretera Alamor-Zapotillo	ECUADOR: Loja: Carretera Alamor-Zapotillo.  Altitud: 724msnm - Latitud: -4,0764399999999998414 Longitud: -80,086770000000001346 Información Ecológica: Junto a un río, muchos machos cantando en los alrededores.	Indeterminada	724	724	Desconocido	-4.076439	-80.08677		2004-02-18T00:00:00	2004-02-18T00:00:00					Santiago Ron	2004-02-18T00:00:00	0			
QCAZA2697		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	anthracinus		Ecuador	Azuay	Desconocido	Desconocido	Páramos de Matanga 	ECUADOR: Morona Santiago: Paramos de Matanga.   Información Ecológica: Serie de renacuajos	Información insuficiente o imprecisa para georeferenciación			Desconocido	-3.244	-78.93698999999998		1991-12-01T00:00:00	1991-12-01T00:00:00					Luis Coloma		0			
QCAZA27034	SC14642	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27035	SC14643	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27036	SC14644	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27037	SC14645	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27038	SC14646	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27039	SC14647	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27040	SC14648	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27041	SC14649	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27042	SC14650	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	1			
QCAZA27043	SC14651	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca de cacaotal.  Pieles en metanol, el resto en etanol.  Muertos por hipotermia.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	0			
QCAZA27044		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Oophaga	sylvatica		Ecuador	Esmeraldas	Desconocido	Desconocido	Guadual de Lita Puesta	ECUADOR: Esmeraldas: Guadual de Lita. Puesta Altitud: 534msnm - Latitud: ,90071999999999996511 Longitud: -78,509000000000000341 	Indeterminada	534	534	Desconocido	0.9007199	-78.509		2003-06-08T00:00:00	2003-06-08T00:00:00					Néstor Acosta		0			
QCAZA27048	SC14656	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	El Oro	Desconocido	Desconocido	Sarayunga,  Carretera, Pasaje-Cuenca	ECUADOR: El Oro: Zarayunga,  Carretera, Pasaje-Cuenca.  Altitud: 540msnm - Información Ecológica: En hojarasca plantación cacao.	Indeterminada	540	540	Desconocido	-3.31427	-79.58133		2004-02-21T00:00:00	2004-02-21T00:00:00					Santiago Ron	2004-02-21T00:00:00	0			
QCAZA2705	LAC795	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	Indeterminado		Ecuador	Pastaza	Desconocido	Desconocido	Bloque 83, Pozo Garza-1, 40 km NE de Montalvo	ECUADOR: Pastaza: Locación petrolera Garza 1, noreste de Montalvo.  Altitud: 300msnm - 	Georreferenciación	270	300	Desconocido	-1.832943	-76.71081	sp.	1989-07-10T00:00:00	1989-07-10T00:00:00					Luis Coloma		0			
QCAZA27107	TNHC-FS1701	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	bilinguis		Ecuador	Napo	Desconocido	Desconocido	Río Arajuno, sendero 3A Muerto al ser transportado Sacrificado el 7 de marzo del 2004	ECUADOR: Napo: Río Arajuno, sendero 3A. Muerto al ser transportado. Sacrificado el 7 de marzo del 2004. Altitud: 364msnm - Latitud: -1,1000000000000000888 Longitud: -77,59 	Indeterminada	364	364	Desconocido	-1.100000	-77.59		2004-02-19T00:00:00	2004-02-19T00:00:00					Cat Darst	2004-02-19T00:00:00	0			
QCAZA27108	TNHC-FS1702	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	parvula		Ecuador	Napo	Desconocido	Desconocido	Río Arajuno, Jatun Sacha Sacrificado el mismo día que colectado	ECUADOR: Napo: Río Arajuno, Jatun Sacha. Sacrificado el mismo día que colectado. Altitud: 377msnm - Latitud: -1,1100000000000000977 Longitud: -77,599999999999994316 	Indeterminada	377	377	Desconocido	-1.110000	-77.59999		2004-02-20T00:00:00	2004-02-20T00:00:00					Cat Darst	2004-02-20T00:00:00	2			
QCAZA27109	TNHC-FS1703	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	bilinguis		Ecuador	Napo	Desconocido	Desconocido	Río Arajuno, sendero 3A, Jatun Sacha Muerto en transporte, tejido del 7 de marzo del 2004	ECUADOR: Napo: Río Arajuno, sendero 3A, Jatun Sacha. Muerto en transporte, tejido del 7 de marzo del 2004 Altitud: 364msnm - Latitud: -1,1000000000000000888 Longitud: -77,59 	Indeterminada	364	364	Desconocido	-1.100000	-77.59		2004-02-20T00:00:00	2004-02-20T00:00:00					Cat Darst	2004-02-20T00:00:00	1			
QCAZA27110	TNHC-FS1704	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	bilinguis		Ecuador	Napo	Desconocido	Desconocido	Río Arajuno, sendero 1 Muerto en transporte, tejido del 8 de marzo del 2004	ECUADOR: Napo: Río Arajuno, sendero 1. Muerto en transporte, tejido del 8 de marzo del 2004 Altitud: 364msnm - Latitud: -1,1000000000000000888 Longitud: -77,59 	Indeterminada	364	364	Desconocido	-1.100000	-77.59		2004-02-20T00:00:00	2004-02-20T00:00:00					Cat Darst	2004-02-20T00:00:00	1			
QCAZA27111	TNHC-FS1705	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	parvula		Ecuador	Napo	Desconocido	Desconocido	Río Arajuno, Jatun Sacha 	ECUADOR: Napo: Río Arajuno, Jatun Sacha.  Altitud: 377msnm - Latitud: -1,1100000000000000977 Longitud: -77,599999999999994316 	Indeterminada	377	377	Desconocido	-1.110000	-77.59999		2004-02-20T00:00:00	2004-02-20T00:00:00					Cat Darst	2004-02-20T00:00:00	2			
